id,host_id,neighbourhood_group,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,DECISION
845417,3891436,Manhattan,40.71312,-73.99033,260,6,23,0.3,1,0,Yes
845517,4414425,Brooklyn,40.69691,-73.96713,36,1,8,0.1,1,83,No
846190,3159197,Brooklyn,40.66251,-73.95374,140,2,11,0.18,1,35,No
846275,1732005,Manhattan,40.72003,-73.98693,145,2,220,2.97,1,268,Yes
846457,945407,Brooklyn,40.7141,-73.96477,120,3,8,0.13,1,0,Yes
846470,430188,Brooklyn,40.70694,-73.95307,75,18,5,0.06,6,112,Yes
846549,4420306,Brooklyn,40.68941,-73.95247,60,2,2,0.04,1,0,No
846799,4421935,Brooklyn,40.7077,-73.92212,69,30,51,0.67,1,7,Yes
846829,395609,Manhattan,40.71275,-73.98682,95,1,7,0.12,1,0,No
846854,4422368,Manhattan,40.78689,-73.97314,300,30,93,1.24,1,284,No
846871,3179895,Manhattan,40.78429,-73.97815,131,2,220,2.85,1,1,Yes
847591,4425467,Brooklyn,40.7016,-73.91868,120,5,6,0.1,1,0,Yes
848087,3526444,Brooklyn,40.68196,-73.95168,100,5,15,0.25,1,94,Yes
848170,4428278,Brooklyn,40.64651,-73.97662,100,4,20,0.26,1,0,No
848174,1468667,Manhattan,40.73031,-73.98426,190,1,0,,1,0,Yes
848220,4425694,Manhattan,40.76714,-73.95922,160,1,187,2.36,1,221,No
848707,4241953,Queens,40.76,-73.81117,60,2,17,0.22,4,314,No
848718,4375988,Brooklyn,40.6593,-73.95686,75,3,46,0.82,3,311,Yes
848722,4241953,Queens,40.76014,-73.81146,45,2,39,0.52,4,292,Yes
848853,4432173,Manhattan,40.80712,-73.95316,65,2,15,0.2,1,361,Yes
849409,4434798,Brooklyn,40.68099,-73.97446,120,5,145,1.82,1,0,No
849567,52394,Manhattan,40.86585,-73.92693,80,4,16,0.2,1,0,Yes
849603,4435623,Brooklyn,40.67525,-73.9486,100,7,52,0.67,1,56,No
849703,145609,Brooklyn,40.67771,-73.99428,250,2,82,1.08,1,0,No
850097,4438960,Manhattan,40.73118,-74.0029,235,2,97,1.47,1,40,Yes
850148,2843998,Brooklyn,40.7106,-73.96532,85,2,35,0.55,2,365,Yes
850198,4439578,Manhattan,40.77815,-73.95902,195,31,8,0.1,1,273,Yes
850338,4440548,Brooklyn,40.71427,-73.94671,145,3,166,2.15,2,151,No
850435,4441020,Brooklyn,40.71731,-73.95627,55,30,0,,1,159,Yes
850517,254846,Brooklyn,40.68646,-73.91313,289,3,38,0.51,4,354,No
850712,4442608,Manhattan,40.73132,-73.99979,120,30,17,0.27,1,231,No
850943,2843998,Brooklyn,40.71171,-73.96694,149,5,26,0.41,2,14,Yes
851130,4444170,Manhattan,40.84764,-73.93875,100,1,31,0.4,1,364,Yes
851772,4445677,Manhattan,40.7704,-73.95024,166,1,15,0.19,1,188,Yes
851784,4446767,Manhattan,40.85016,-73.93178,99,3,106,1.43,1,331,No
852118,3259274,Brooklyn,40.67434,-73.95728,150,2,37,0.58,2,230,Yes
852632,4451246,Brooklyn,40.66893,-73.99404,44,2,155,2.11,1,325,No
852949,4453107,Manhattan,40.72977,-74.00164,195,2,12,0.18,1,90,No
853900,4459052,Queens,40.76488,-73.9297,95,30,0,,1,0,Yes
854033,4092307,Manhattan,40.7123,-73.99946,100,4,8,0.11,2,7,Yes
854253,4461145,Brooklyn,40.6489,-73.96872,60,5,3,0.06,1,189,Yes
854521,4463092,Manhattan,40.80925,-73.95541,62,2,45,0.64,2,310,No
855206,4467554,Manhattan,40.72957,-73.98406,99,5,8,0.14,1,0,Yes
855462,4469832,Manhattan,40.72034,-73.98585,90,15,25,0.46,1,35,No
855549,213020,Manhattan,40.79279,-73.97131,88,1,100,1.41,3,98,No
855919,4473860,Manhattan,40.80845,-73.94435,125,1,64,1.37,1,135,Yes
856304,524575,Brooklyn,40.6483,-73.9644,74,1,8,0.1,1,283,Yes
856440,627898,Manhattan,40.76616,-73.98411,176,7,33,0.42,1,0,Yes
856918,4481005,Brooklyn,40.67422,-73.98097,62,2,11,0.14,2,158,No
857696,2559004,Manhattan,40.80215,-73.93889,51,1,4,0.1,5,0,Yes
857810,4487224,Brooklyn,40.71373,-73.94958,249,3,31,0.4,1,365,No
858223,4431107,Manhattan,40.73818,-73.9977,200,2,82,2.02,3,157,No
858695,4494343,Bronx,40.84058,-73.91382,30,2,291,3.69,1,208,Yes
859023,1536441,Brooklyn,40.66958,-73.98998,240,2,22,0.29,1,280,Yes
859596,4500999,Manhattan,40.79541,-73.94465,100,1,58,0.83,2,316,Yes
860163,4504962,Manhattan,40.78844,-73.94951,125,2,71,0.9,1,199,No
860401,1603942,Brooklyn,40.68681,-73.97675,149,29,86,1.1,2,125,Yes
860827,4524130,Brooklyn,40.68707,-73.96571,170,1,315,4.03,1,275,No
862890,4224309,Manhattan,40.85081,-73.93118,150,2,3,0.15,1,365,No
864790,4538664,Manhattan,40.77366,-73.98574,125,4,77,0.99,1,326,Yes
864981,1650330,Brooklyn,40.64902,-74.00897,68,5,43,0.56,2,282,Yes
865355,4543792,Manhattan,40.82719,-73.94484,90,7,35,0.48,1,312,Yes
866890,4555996,Manhattan,40.82316,-73.94129,65,3,68,0.88,2,361,No
867020,4363775,Brooklyn,40.73404,-73.95737,50,31,10,0.25,3,193,Yes
867721,4509849,Brooklyn,40.68344,-73.92189,65,3,132,1.68,3,35,No
867749,745186,Brooklyn,40.67813,-73.96355,200,30,1,0.02,1,283,No
867769,4509849,Brooklyn,40.68411,-73.92973,65,3,116,1.47,3,73,Yes
868548,4372160,Brooklyn,40.70933,-73.94141,58,10,7,0.1,1,0,Yes
869522,4581489,Manhattan,40.82579,-73.94907,65,2,2,0.05,1,0,Yes
870119,355548,Brooklyn,40.69208,-73.96525,185,4,8,0.22,1,8,No
871076,4590460,Brooklyn,40.6101,-73.99591,115,4,6,0.08,1,0,Yes
872035,4599027,Manhattan,40.8032,-73.94004,100,30,0,,2,365,No
872210,4600589,Manhattan,40.732,-73.98759,200,1,0,,1,0,No
873465,3588693,Brooklyn,40.65307,-73.95781,115,2,20,0.25,1,282,Yes
873701,699759,Brooklyn,40.67121,-73.95534,140,4,125,1.6,1,239,Yes
874683,4617159,Brooklyn,40.68777,-73.91601,62,2,22,0.37,1,87,Yes
874706,4616773,Brooklyn,40.64534,-73.97189,95,3,154,2,1,310,No
875111,2908554,Brooklyn,40.68586,-73.95875,100,3,7,0.11,1,0,Yes
875567,4622733,Manhattan,40.73746,-74.00686,113,3,71,0.95,1,343,No
876355,3994331,Manhattan,40.81368,-73.95942,108,30,5,0.07,1,230,No
876565,4509849,Brooklyn,40.68598,-73.92677,62,3,112,1.43,3,59,Yes
877135,4628887,Brooklyn,40.71518,-73.94571,95,3,36,0.95,1,89,Yes
878142,2597159,Brooklyn,40.71335,-73.9496,200,4,4,0.42,2,0,Yes
880256,4655169,Manhattan,40.82764,-73.93842,165,2,21,0.3,1,347,No
880424,3549531,Brooklyn,40.65514,-73.95956,60,1,109,1.52,1,2,Yes
882209,3673451,Brooklyn,40.70502,-73.95262,80,2,37,0.56,2,89,No
882258,4233288,Brooklyn,40.66033,-73.96212,100,6,78,1.07,1,0,No
882559,4670155,Manhattan,40.76113,-73.98918,110,3,213,2.79,1,281,Yes
883209,4158086,Brooklyn,40.69132,-73.94205,50,3,15,0.2,1,365,Yes
883306,4310378,Brooklyn,40.69494,-73.96372,79,2,102,1.41,3,361,Yes
883423,4313683,Brooklyn,40.67996,-74.00101,140,3,93,1.24,1,65,No
883517,4677362,Manhattan,40.78615,-73.98137,339,4,28,0.37,1,167,Yes
886808,4701443,Queens,40.75088,-73.81029,55,1,116,1.51,2,298,No
886833,4701443,Queens,40.7525,-73.81126,81,1,313,4.09,2,263,No
887129,3490818,Brooklyn,40.71437,-73.96054,191,3,156,2.08,1,21,Yes
887292,4704914,Brooklyn,40.69982,-73.91957,139,3,106,1.42,1,248,Yes
887355,4705358,Manhattan,40.74791,-73.97334,500,5,1,0.02,1,281,Yes
888583,4282125,Brooklyn,40.734,-73.95474,120,2,27,0.35,1,280,No
888905,4714927,Manhattan,40.78933,-73.94932,60,2,53,0.86,4,0,Yes
890794,4731046,Queens,40.75374,-73.8924,70,2,0,,1,188,No
890839,831185,Brooklyn,40.68015,-73.96299,295,2,8,0.11,3,365,No
890855,128920,Brooklyn,40.68252,-73.96664,100,6,10,0.13,1,0,Yes
891117,4734398,Manhattan,40.82264,-73.94041,49,1,594,7.57,3,339,Yes
892463,1758019,Manhattan,40.73084,-74.00431,150,3,9,0.12,1,0,Yes
892704,4746193,Brooklyn,40.68485,-73.93684,120,2,163,2.12,1,161,No
893413,4751930,Manhattan,40.72668,-73.98179,2500,30,15,0.26,1,89,Yes
893853,1208402,Manhattan,40.74207,-73.99094,175,25,49,0.63,1,188,No
894015,4622027,Brooklyn,40.68194,-73.92896,107,2,147,1.89,1,27,No
894063,1803302,Brooklyn,40.71216,-73.96326,98,3,78,1.01,1,268,Yes
894093,4644172,Queens,40.7686,-73.9201,47,1,71,1.05,1,0,Yes
895368,4770121,Manhattan,40.82434,-73.93957,100,180,0,,4,365,Yes
895386,2265770,Manhattan,40.80706,-73.95403,170,5,86,1.13,3,29,No
898669,4782600,Manhattan,40.73276,-74.00074,150,3,90,1.17,1,184,Yes
898861,3546135,Queens,40.71156,-73.8091,63,3,104,1.35,1,256,No
900383,4808242,Brooklyn,40.68145,-73.95178,110,3,28,0.36,1,34,No
900503,4634013,Brooklyn,40.68753,-73.96002,275,3,0,,1,0,Yes
903906,4837614,Brooklyn,40.66485,-73.98838,329,4,2,0.05,1,0,Yes
903947,4734398,Manhattan,40.82124,-73.93838,49,1,597,7.72,3,342,Yes
903972,4734398,Manhattan,40.82085,-73.94025,49,1,607,7.75,3,293,No
904060,4834187,Brooklyn,40.68496,-73.96111,165,4,37,0.47,1,343,Yes
905425,4843750,Brooklyn,40.73425,-73.95506,160,5,152,2.1,1,281,No
905947,4847926,Brooklyn,40.64388,-73.95279,38,3,66,0.93,3,283,No
906038,4848828,Manhattan,40.79626,-73.96145,170,7,28,0.37,1,333,Yes
906058,4765670,Manhattan,40.80776,-73.9654,105,2,233,3.01,1,294,Yes
907966,4864306,Brooklyn,40.72676,-73.95529,50,2,30,0.42,3,249,Yes
908046,4599027,Manhattan,40.801,-73.94009,100,30,0,,2,365,No
908923,4872812,Manhattan,40.72784,-73.98486,100,3,2,0.06,1,0,Yes
909859,3343848,Brooklyn,40.6734,-73.97657,890,3,26,0.34,1,341,No
910976,4887492,Manhattan,40.71078,-74.00995,160,3,24,0.31,2,352,No
911092,4888892,Manhattan,40.723,-73.97861,145,2,157,2.03,1,221,Yes
912376,4103952,Brooklyn,40.69901,-73.93967,51,3,4,0.06,1,188,Yes
915020,181756,Brooklyn,40.66414,-73.98457,150,3,136,1.8,1,301,Yes
916311,511175,Manhattan,40.72361,-73.97877,180,3,5,0.08,2,31,No
917058,4924435,Manhattan,40.73356,-73.99876,225,1,3,0.04,1,188,Yes
918049,4929807,Manhattan,40.73949,-73.99483,250,3,48,0.66,1,217,No
918239,4930847,Brooklyn,40.70159,-73.94346,56,1,103,1.6,1,65,No
918426,4932354,Brooklyn,40.67852,-73.97008,70,7,73,0.94,4,212,Yes
919491,4938247,Brooklyn,40.67665,-73.97925,70,2,163,2.13,1,163,Yes
919830,1895793,Manhattan,40.74605,-73.99906,125,2,153,2.17,1,161,Yes
919978,2230103,Manhattan,40.7642,-73.98677,399,2,287,3.69,1,284,No
919990,4629954,Brooklyn,40.67573,-73.99878,157,6,1,0.03,1,24,Yes
920930,4950369,Brooklyn,40.68863,-73.94294,145,7,28,0.39,1,188,No
921441,4954283,Manhattan,40.84408,-73.93675,75,1,120,1.89,1,90,No
921585,4955205,Brooklyn,40.68336,-73.93648,280,3,68,0.89,1,280,Yes
921624,4955560,Brooklyn,40.71579,-73.9588,220,4,22,0.3,1,8,Yes
921862,4957149,Manhattan,40.7886,-73.97553,190,28,28,0.41,1,283,Yes
923566,4967515,Manhattan,40.78775,-73.98152,200,6,22,0.28,2,354,No
923979,4970027,Queens,40.70715,-73.81468,77,1,78,1.02,1,168,Yes
924600,4973668,Brooklyn,40.68713,-73.93659,35,5,69,0.91,3,244,No
924658,4973668,Brooklyn,40.687,-73.93446,30,5,91,1.18,3,248,No
924719,552453,Manhattan,40.72615,-73.98781,199,29,12,0.17,1,31,Yes
925075,4938485,Manhattan,40.75893,-73.99014,140,3,25,0.33,1,157,Yes
925137,3458692,Manhattan,40.74435,-74.00038,124,30,4,0.07,1,42,Yes
925240,4976428,Manhattan,40.73194,-73.98939,295,7,92,1.23,1,316,No
925730,4980428,Manhattan,40.7189,-73.99654,160,7,13,0.17,1,335,Yes
926337,4260529,Queens,40.74641,-73.94611,349,1,30,0.39,2,365,No
927408,51038,Brooklyn,40.68618,-73.96603,98,2,38,0.5,6,158,No
927597,4983320,Queens,40.75444,-73.83057,76,1,75,1,2,0,Yes
927987,755172,Manhattan,40.77543,-73.95499,230,3,20,0.26,1,282,Yes
929032,2420592,Brooklyn,40.70163,-73.98208,60,3,13,0.66,1,0,Yes
931352,4156449,Brooklyn,40.69958,-73.92006,40,5,0,,1,0,No
931642,4976872,Manhattan,40.74848,-73.97884,118,30,116,1.93,1,228,Yes
932277,2902266,Brooklyn,40.70434,-73.98989,125,20,35,0.45,1,311,No
933129,5072123,Brooklyn,40.69097,-73.97972,195,29,55,0.72,2,233,No
933861,5025046,Manhattan,40.763,-73.98911,85,2,100,1.31,1,63,Yes
936218,5052897,Manhattan,40.81378,-73.95353,55,14,17,0.23,1,41,Yes
937678,5062254,Brooklyn,40.70627,-73.92223,155,2,20,0.26,1,0,Yes
938022,1866827,Brooklyn,40.7078,-73.94827,99,1,94,1.22,1,358,No
939657,5076827,Manhattan,40.81071,-73.94493,140,30,81,1.05,2,194,Yes
939724,1865527,Brooklyn,40.6943,-73.94538,85,1,32,0.43,3,340,No
940115,5067409,Brooklyn,40.67555,-73.95254,75,7,15,0.23,1,178,No
940116,1650330,Brooklyn,40.64942,-74.00749,53,5,39,0.52,2,282,Yes
941179,4085497,Brooklyn,40.67296,-73.9501,150,2,42,0.72,1,365,Yes
941642,4888599,Manhattan,40.76662,-73.99302,179,3,209,2.7,1,202,Yes
944040,896918,Brooklyn,40.67607,-73.95408,135,1,67,0.87,1,348,No
944049,1908073,Manhattan,40.73194,-74.00189,200,4,45,0.59,1,48,Yes
944183,3361696,Manhattan,40.81177,-73.95139,200,3,1,0.05,1,0,No
944755,3270460,Brooklyn,40.65908,-73.96125,100,5,117,1.61,2,73,No
944840,5110818,Brooklyn,40.70447,-73.98754,134,14,14,0.18,1,0,Yes
945297,5074654,Manhattan,40.72836,-73.98163,100,1,414,5.39,2,231,Yes
947810,5138312,Manhattan,40.77464,-73.95695,50,20,11,0.16,1,269,Yes
947963,3229099,Brooklyn,40.71684,-73.9441,50,40,16,0.21,1,324,No
949713,1295416,Brooklyn,40.6745,-73.99582,400,30,30,0.39,1,67,Yes
951365,2675998,Queens,40.7099,-73.91509,115,2,74,0.96,2,314,No
951944,1408973,Manhattan,40.72493,-74.00307,235,3,73,0.94,1,44,No
953275,4460034,Manhattan,40.79531,-73.9333,125,7,50,0.66,1,188,Yes
953951,4797813,Manhattan,40.73377,-74.00259,250,2,56,0.73,1,134,Yes
955153,5165749,Manhattan,40.72256,-73.99767,650,5,7,0.09,2,90,Yes
955542,4932354,Brooklyn,40.67942,-73.97078,97,7,13,0.17,4,204,No
956412,588270,Brooklyn,40.70424,-73.98597,189,2,236,3.08,2,279,Yes
957002,5202854,Manhattan,40.7982,-73.96394,100,1,129,1.76,1,281,No
957642,1354796,Brooklyn,40.66167,-73.95098,49,5,114,1.49,3,323,No
958444,5214644,Bronx,40.85235,-73.78873,84,3,67,0.91,1,0,Yes
959349,1797637,Brooklyn,40.71765,-73.93999,165,7,5,0.09,1,0,Yes
959478,4191076,Manhattan,40.71687,-73.99046,87,59,51,0.66,1,0,Yes
959871,1822729,Brooklyn,40.71081,-73.96121,120,6,15,0.21,2,9,No
959948,1229358,Manhattan,40.72538,-74.00375,195,10,10,0.13,1,270,Yes
960210,1865527,Brooklyn,40.69437,-73.94519,89,1,21,0.3,3,365,No
962045,5239845,Brooklyn,40.69288,-73.90374,62,2,324,4.3,1,267,No
964379,555739,Brooklyn,40.63463,-74.03621,130,28,14,0.69,2,340,Yes
966104,5268970,Manhattan,40.72726,-73.97573,75,3,51,0.7,1,127,Yes
968848,5289072,Brooklyn,40.67501,-73.96651,64,2,35,0.46,1,329,Yes
969463,1447988,Brooklyn,40.71916,-73.95696,150,2,11,0.14,1,364,No
971158,5286584,Manhattan,40.80667,-73.95562,100,2,53,0.7,1,350,Yes
971247,5308961,Manhattan,40.79368,-73.96487,190,3,159,2.09,1,244,No
972426,216191,Brooklyn,40.71149,-73.94504,98,2,7,0.09,4,273,No
973128,434473,Brooklyn,40.69224,-73.99638,150,30,48,0.63,1,0,Yes
973535,3179866,Queens,40.76356,-73.8885,99,3,158,2.08,2,322,Yes
973653,4770121,Manhattan,40.82421,-73.93996,100,185,0,,4,358,Yes
975229,5333736,Manhattan,40.73055,-73.98875,159,4,65,0.85,1,1,No
975250,3709510,Brooklyn,40.69282,-73.92477,70,1,18,0.32,3,146,Yes
975965,2267153,Manhattan,40.72792,-73.98507,91,5,395,5.16,2,1,No
975990,5339881,Brooklyn,40.69293,-73.99679,325,1,11,0.19,1,363,No
976167,5341060,Brooklyn,40.61806,-74.03195,149,4,33,0.46,1,313,Yes
976242,854208,Manhattan,40.7282,-73.98893,200,10,35,0.46,1,51,Yes
977870,5350359,Manhattan,40.80014,-73.9637,169,2,61,0.8,1,59,Yes
978062,5186189,Manhattan,40.73359,-74.00524,249,3,10,0.3,1,5,No
978386,5354308,Queens,40.75751,-73.91678,85,2,260,3.44,1,254,Yes
978615,5369117,Queens,40.76291,-73.91871,81,2,183,2.45,2,326,No
980098,5364702,Manhattan,40.72658,-73.98907,199,2,54,0.72,1,322,No
980561,15742,Manhattan,40.82892,-73.94745,88,3,37,0.48,1,47,Yes
981410,5374768,Manhattan,40.73331,-74.00471,170,4,1,0.01,1,273,Yes
981494,5207582,Manhattan,40.81062,-73.96015,100,1,0,,1,0,Yes
982038,5378922,Brooklyn,40.68859,-73.9729,130,9,3,0.04,1,329,No
983625,4548229,Manhattan,40.80421,-73.94302,135,30,190,2.63,4,253,Yes
984721,555739,Brooklyn,40.63508,-74.03628,65,30,25,0.36,2,188,No
985338,1417489,Brooklyn,40.70162,-73.99465,100,180,0,,1,365,No
986727,5414067,Manhattan,40.80626,-73.94009,165,3,281,3.68,2,177,Yes
987329,5369117,Queens,40.76491,-73.9207,78,4,70,1.64,2,348,Yes
987616,4018660,Brooklyn,40.68556,-73.99779,350,5,12,0.17,1,0,Yes
989976,5435208,Queens,40.74142,-73.8202,160,3,96,1.29,1,298,No
990130,5435713,Brooklyn,40.67682,-73.96586,225,5,6,0.08,1,188,Yes
990367,5438325,Manhattan,40.80684,-73.94844,170,5,25,0.34,1,177,No
990529,5440087,Manhattan,40.75136,-73.97076,349,3,3,0.04,2,87,No
992508,4714927,Manhattan,40.79218,-73.95076,65,2,57,0.78,4,251,Yes
992598,2203885,Manhattan,40.72399,-73.98134,420,3,182,2.39,1,301,Yes
992891,458021,Manhattan,40.72131,-73.99487,119,3,17,0.22,1,0,Yes
992977,4000059,Brooklyn,40.67359,-73.97434,100,365,1,0.01,1,365,No
993040,5454862,Manhattan,40.8278,-73.94891,97,3,185,2.46,1,6,Yes
993514,15145088,Manhattan,40.78729,-73.97439,191,30,8,0.11,8,346,No
993575,15145088,Manhattan,40.7852,-73.9746,187,30,13,0.2,8,346,No
993576,15145088,Manhattan,40.78558,-73.97251,172,30,4,0.08,8,346,Yes
995169,5466191,Manhattan,40.73464,-74.00225,950,3,28,1.52,1,357,Yes
995187,2829145,Brooklyn,40.69248,-73.96983,275,4,81,1.07,2,310,Yes
995215,3038687,Manhattan,40.78954,-73.97222,99,30,1,0.02,8,113,No
995367,412783,Manhattan,40.73506,-73.99728,334,11,14,0.24,1,238,Yes
995469,5468901,Manhattan,40.76896,-73.95898,60,7,1,0.02,1,0,No
997404,5480570,Brooklyn,40.68364,-73.92638,145,3,200,2.62,1,303,No
998423,2765234,Queens,40.7603,-73.91395,75,4,19,0.52,1,10,Yes
998887,227908,Manhattan,40.72602,-74.00318,130,20,33,0.43,1,11,Yes
999248,273174,Manhattan,40.71927,-74.00453,575,1,447,5.89,3,207,Yes
999977,5497326,Manhattan,40.77896,-73.97849,295,7,2,0.03,2,0,No
999984,5468033,Manhattan,40.73303,-74.00237,300,3,108,1.44,1,318,Yes
1000788,4797532,Brooklyn,40.67319,-73.95987,120,28,1,0.02,2,280,No
1001147,3363720,Brooklyn,40.68923,-73.91946,50,3,92,1.22,3,171,No
1001447,214794,Manhattan,40.79307,-73.95138,56,2,117,1.53,1,303,Yes
1002469,5512719,Manhattan,40.76249,-73.96054,191,2,66,0.94,1,347,Yes
1003530,454250,Manhattan,40.79962,-73.96523,135,7,70,0.93,1,44,Yes
1003754,5520355,Brooklyn,40.66162,-73.97994,195,7,98,1.39,1,94,No
1005416,5529633,Manhattan,40.80132,-73.95568,75,1,43,0.61,1,9,Yes
1005763,450050,Manhattan,40.81309,-73.95267,99,10,45,0.6,1,83,No
1009883,329436,Brooklyn,40.68204,-73.99249,350,3,41,0.59,2,22,No
1009973,5556571,Brooklyn,40.70607,-73.935,40,15,10,0.13,3,365,Yes
1010785,3898812,Queens,40.76295,-73.92652,130,1,58,0.77,1,301,Yes
1011449,5563508,Brooklyn,40.65915,-73.9601,225,2,48,0.64,1,339,Yes
1013648,5018907,Brooklyn,40.67541,-73.9784,225,7,8,0.11,1,342,No
1016004,5577926,Queens,40.76777,-73.91109,38,1,127,1.67,4,55,Yes
1016105,5591685,Brooklyn,40.68924,-73.9681,200,7,10,0.17,1,11,No
1016352,5593208,Manhattan,40.76777,-73.98932,550,1,0,,1,365,No
1016819,5596242,Brooklyn,40.68771,-73.96186,235,6,5,0.07,1,3,Yes
1018181,4937803,Brooklyn,40.6627,-73.95875,75,5,8,0.11,1,365,Yes
1018529,5606448,Brooklyn,40.72031,-73.9483,249,30,71,0.94,1,273,Yes
1019360,693889,Brooklyn,40.70798,-73.94263,120,5,7,0.1,1,0,No
1021005,5619749,Brooklyn,40.69017,-73.95493,50,28,1,0.03,2,343,Yes
1021491,5622682,Brooklyn,40.66974,-73.958,85,3,10,0.85,1,149,No
1021957,315606,Brooklyn,40.67515,-73.95435,78,3,10,0.14,2,95,No
1022204,3483960,Manhattan,40.72198,-73.98932,110,3,49,0.69,1,0,Yes
1023181,4932354,Brooklyn,40.6787,-73.97065,50,3,138,1.82,4,315,Yes
1023529,5634395,Manhattan,40.82153,-73.95512,52,3,163,2.17,2,0,Yes
1024113,2120889,Brooklyn,40.71238,-73.9379,63,2,0,,1,66,No
1024135,261530,Manhattan,40.77421,-73.9528,105,45,20,0.26,1,109,Yes
1025001,5641042,Queens,40.70538,-73.89448,75,2,132,1.74,1,333,No
1025786,5647813,Queens,40.74417,-73.94823,69,7,12,0.18,1,365,No
1025847,62316,Manhattan,40.72538,-73.98351,165,60,11,0.15,1,311,Yes
1026565,825252,Brooklyn,40.67651,-73.98007,125,2,45,0.66,1,0,Yes
1026683,5652395,Bronx,40.81906,-73.92806,85,2,11,0.18,2,363,Yes
1027808,5655889,Manhattan,40.72351,-73.98283,499,5,47,0.63,1,341,No
1028263,5658953,Manhattan,40.72944,-73.98645,60,5,66,0.87,1,232,Yes
1029482,5664550,Manhattan,40.72346,-73.97907,95,5,35,0.46,1,320,No
1029808,5293735,Brooklyn,40.69872,-73.94635,105,5,12,1.01,1,0,No
1030254,1949282,Brooklyn,40.69449,-73.91156,55,2,65,0.86,5,235,Yes
1030392,216191,Brooklyn,40.71132,-73.94493,289,2,39,0.58,4,88,Yes
1030780,1113080,Brooklyn,40.64871,-74.00774,70,2,45,0.6,3,0,Yes
1032127,5679237,Manhattan,40.74583,-74.00363,275,7,0,,1,188,No
1032610,5681729,Manhattan,40.80938,-73.94196,130,7,5,0.16,1,231,Yes
1032611,5682003,Brooklyn,40.65743,-73.96155,125,2,38,0.61,1,3,No
1034911,5696628,Brooklyn,40.68854,-73.95742,150,2,17,0.23,2,23,No
1036498,3233986,Queens,40.75537,-73.91648,46,4,70,0.93,2,173,Yes
1036734,5707409,Manhattan,40.77054,-73.95497,100,3,226,2.97,1,221,Yes
1037016,237477,Brooklyn,40.718,-73.96603,90,5,8,0.11,1,0,Yes
1039215,4911550,Brooklyn,40.72091,-73.96124,90,3,166,2.21,1,104,No
1039435,5709288,Manhattan,40.75879,-73.9638,220,360,1,0.02,1,0,Yes
1039983,273174,Manhattan,40.72008,-74.0043,1000,1,25,0.36,3,37,No
1039984,5447617,Brooklyn,40.6824,-73.93597,130,30,52,0.72,3,171,No
1040156,3740730,Manhattan,40.74398,-73.99624,499,6,127,1.68,2,303,Yes
1041996,964482,Manhattan,40.82943,-73.94728,45,2,18,3.05,2,197,Yes
1042416,5738733,Brooklyn,40.69235,-73.93836,70,2,210,2.79,2,288,Yes
1042806,2680820,Queens,40.75334,-73.81699,59,1,281,3.7,3,322,No
1043046,2335804,Manhattan,40.74112,-74.00177,160,5,70,1.16,1,0,Yes
1044502,5749899,Manhattan,40.8035,-73.94764,195,4,128,1.76,1,278,No
1044731,5751206,Brooklyn,40.64745,-73.95606,96,3,58,0.77,1,364,No
1045491,1356046,Brooklyn,40.71454,-73.9507,75,3,179,2.39,2,136,Yes
1045897,839679,Brooklyn,40.71797,-73.95508,195,3,173,2.34,3,273,Yes
1046443,5760970,Queens,40.77117,-73.90427,200,1,16,0.68,2,364,Yes
1048190,832244,Brooklyn,40.68753,-73.95851,139,30,26,0.38,1,205,No
1049224,1740216,Manhattan,40.81241,-73.94371,190,30,31,0.43,2,84,Yes
1051575,5245246,Manhattan,40.80384,-73.95419,95,2,27,0.57,1,320,No
1053523,4128399,Manhattan,40.71886,-73.98497,350,3,7,0.1,1,364,No
1054006,92272,Manhattan,40.73323,-73.98224,80,3,7,0.1,3,217,Yes
1054201,4165498,Manhattan,40.79535,-73.93274,120,5,83,1.11,2,242,Yes
1055029,5810195,Manhattan,40.85933,-73.92863,42,1,46,0.79,2,357,Yes
1056119,5817011,Brooklyn,40.70851,-73.949,116,4,112,1.49,1,127,No
1056185,697442,Brooklyn,40.64851,-73.94667,60,1,356,4.72,3,19,Yes
1056256,462379,Brooklyn,40.67881,-73.99379,1395,1,55,0.73,2,362,No
1056445,1600541,Manhattan,40.77014,-73.96222,425,2,68,0.91,1,358,No
1056804,2413155,Brooklyn,40.68554,-73.98924,225,4,95,1.26,1,251,Yes
1057022,5822377,Manhattan,40.7265,-73.99,159,5,16,0.25,2,0,Yes
1059531,7875272,Staten Island,40.62922,-74.13354,221,30,0,,3,0,Yes
1059891,11837926,Manhattan,40.76463,-73.98112,150,7,44,0.74,3,365,No
1060019,5837033,Manhattan,40.7744,-73.95578,199,1,116,1.54,1,300,Yes
1061337,1557383,Brooklyn,40.67418,-73.94661,70,1,4,0.06,1,0,No
1063020,5851210,Manhattan,40.79417,-73.94376,110,31,235,3.14,2,84,No
1063554,2873394,Brooklyn,40.69935,-73.93713,60,2,10,0.13,2,18,Yes
1065138,5861233,Brooklyn,40.67046,-73.94835,50,3,2,0.08,1,0,Yes
1066769,3327668,Manhattan,40.72046,-73.98773,120,1,360,4.79,1,240,Yes
1067251,5872605,Manhattan,40.7239,-73.97869,395,5,0,,1,0,No
